run_id,timestamp,lidar_min,lidar_max,ultrasonic_left,ultrasonic_right,x,y,orientation,battery_level,collision_flag,path_smoothness,time_taken,target
1,29,0.98,3.61,0.24,0.97,6.84,7.47,154.64,79.35,0,0.83,34,timeout
1,30,2.72,4.81,1.61,1.17,7.05,7.94,85.05,78.66,0,0.83,34,timeout
1,31,0.66,4.72,0.82,0.43,7.32,7.98,321.28,77.95,0,0.83,34,timeout
1,32,0.61,4.57,1.32,1.83,7.35,8.3,150.85,77.57,0,0.83,34,timeout
1,33,0.61,5.0,0.16,1.12,7.82,8.36,151.85,77.02,0,0.83,34,timeout
2,0,1.69,4.2,1.83,1.55,0.33,0.33,250.99,99.59,0,0.22,31,success
2,1,0.41,3.78,0.33,0.22,0.6,0.8,258.84,99.23,0,0.22,31,success
2,2,0.62,4.69,1.97,0.89,0.67,0.82,73.55,98.91,0,0.22,31,success
2,3,0.5,4.47,1.84,0.84,0.73,1.29,165.85,98.47,0,0.22,31,success
2,4,0.66,4.84,1.03,1.95,0.77,1.38,15.71,97.81,0,0.22,31,success
2,5,2.16,3.87,0.13,0.41,0.87,1.47,235.86,97.45,0,0.22,31,success
2,6,0.34,4.04,1.52,1.42,1.35,1.85,51.0,97.15,0,0.22,31,success
2,7,0.51,4.05,0.84,1.78,1.77,2.13,24.89,96.73,0,0.22,31,success
2,8,0.95,4.98,0.17,0.97,2.26,2.15,81.32,96.1,0,0.22,31,success
2,9,0.36,4.74,1.27,1.55,2.51,2.38,29.3,95.42,0,0.22,31,success
2,10,0.95,4.33,1.87,0.4,2.6,2.83,84.34,94.5,0,0.22,31,success
2,11,0.88,3.99,1.87,0.49,2.89,3.08,210.43,94.15,0,0.22,31,success
2,12,0.52,4.64,0.93,2.0,3.06,3.12,225.8,93.5,0,0.22,31,success
2,13,1.55,4.23,1.28,0.88,3.37,3.51,135.95,92.42,0,0.22,31,success
2,14,0.64,4.24,1.97,1.54,3.6,3.54,73.17,91.91,0,0.22,31,success
2,15,0.7,4.75,1.52,0.76,3.8,3.57,141.12,91.14,0,0.22,31,success
2,16,0.64,4.82,0.32,0.25,4.25,3.67,1.7,90.55,0,0.22,31,success
2,17,0.63,4.87,1.25,1.94,4.27,4.01,127.05,89.92,0,0.22,31,success
2,18,1.56,4.89,1.64,1.91,4.4,4.39,274.94,89.26,0,0.22,31,success
2,19,1.61,4.61,0.52,1.61,4.53,4.79,147.4,88.14,0,0.22,31,success
2,20,0.98,4.76,0.86,1.63,4.55,4.93,240.79,87.8,0,0.22,31,success
2,21,1.33,4.43,0.72,0.51,4.79,5.26,157.09,87.1,0,0.22,31,success
2,22,0.6,4.59,0.85,0.45,5.2,5.39,131.27,86.18,0,0.22,31,success
2,23,0.93,4.79,1.86,0.31,5.69,5.6,243.49,85.32,0,0.22,31,success
2,24,0.53,4.65,1.49,0.56,5.93,6.09,222.15,84.23,0,0.22,31,success
2,25,1.18,4.83,1.49,1.76,6.24,6.39,250.94,83.49,0,0.22,31,success
2,26,1.26,4.21,0.24,1.61,6.54,6.88,51.64,82.59,0,0.22,31,success
2,27,0.3,4.61,1.06,0.33,6.89,7.21,245.25,81.46,0,0.22,31,success
2,28,0.59,3.81,1.32,1.46,7.2,7.35,349.86,80.69,0,0.22,31,success
2,29,0.88,4.91,1.67,0.54,7.27,7.58,203.69,80.11,0,0.22,31,success
2,30,0.5,4.07,0.11,1.76,7.62,7.61,41.04,79.13,0,0.22,31,success
3,0,0.43,4.46,2.0,0.38,0.44,0.41,287.14,98.92,0,0.48,22,success
3,1,0.87,4.93,1.96,0.3,0.48,0.71,75.75,98.08,0,0.48,22,success
3,2,0.89,4.4,1.05,0.12,0.78,0.87,134.62,97.25,0,0.48,22,success
3,3,2.35,4.15,0.53,1.15,1.21,1.35,242.55,96.12,0,0.48,22,success
3,4,0.41,4.48,0.58,0.49,1.67,1.39,33.68,95.39,0,0.48,22,success
3,5,1.58,4.63,1.4,1.75,1.71,1.53,256.62,94.64,0,0.48,22,success
3,6,0.96,4.47,0.51,0.62,2.13,1.74,212.33,94.16,0,0.48,22,success
3,7,0.49,4.56,0.3,0.66,2.58,1.98,156.47,93.06,0,0.48,22,success
3,8,1.43,4.73,1.43,1.09,2.99,2.26,187.0,92.5,0,0.48,22,success
3,9,0.31,4.78,1.32,1.35,3.06,2.54,42.21,91.35,0,0.48,22,success
3,10,0.51,4.69,0.92,1.7,3.4,2.83,161.73,90.57,0,0.48,22,success
3,11,0.35,4.19,1.68,0.41,3.64,3.03,5.38,89.82,0,0.48,22,success
3,12,0.63,4.93,0.68,0.42,4.04,3.03,333.89,88.93,0,0.48,22,success
3,13,0.56,4.99,1.51,1.98,4.33,3.28,283.63,88.34,0,0.48,22,success
3,14,0.38,4.88,1.25,0.75,4.8,3.45,194.37,87.95,0,0.48,22,success
3,15,0.32,4.66,1.37,1.32,5.27,3.57,191.84,87.52,0,0.48,22,success
3,16,0.49,4.91,1.84,1.39,5.67,3.94,66.03,86.42,0,0.48,22,success
3,17,0.43,4.4,0.52,1.51,5.7,4.03,40.03,85.77,0,0.48,22,success
3,18,0.83,3.77,0.91,1.67,6.0,4.48,247.26,84.76,0,0.48,22,success
3,19,0.59,4.95,1.36,1.41,6.07,4.94,78.2,84.02,0,0.48,22,success
3,20,0.53,4.89,1.56,0.23,6.44,5.07,115.04,83.63,0,0.48,22,success
3,21,1.54,4.97,1.14,0.45,6.53,5.34,103.22,82.82,0,0.48,22,success
4,0,0.81,4.88,0.32,1.25,0.45,0.04,155.05,98.87,0,0.89,27,collision
4,1,1.04,4.24,0.23,1.75,0.75,0.53,326.71,98.33,0,0.89,27,collision
4,2,1.51,4.36,0.12,0.73,0.96,0.94,264.34,97.17,0,0.89,27,collision
4,3,1.59,4.56,0.3,0.33,1.41,1.13,168.35,96.17,0,0.89,27,collision
4,4,1.52,3.74,1.34,0.36,1.53,1.44,52.29,95.28,0,0.89,27,collision
4,5,0.69,4.17,1.98,0.67,1.65,1.77,31.29,94.64,0,0.89,27,collision
4,6,0.63,4.35,1.3,1.55,1.73,1.99,177.19,93.94,0,0.89,27,collision
4,7,0.87,4.22,1.67,1.15,1.81,2.19,69.76,93.26,0,0.89,27,collision
4,8,1.82,4.76,1.83,1.77,1.89,2.61,30.91,92.27,0,0.89,27,collision
4,9,0.74,4.86,1.85,0.4,2.09,2.68,270.92,91.48,1,0.89,27,collision
4,10,1.03,4.46,0.75,1.21,2.23,3.03,359.53,90.39,0,0.89,27,collision
4,11,0.67,4.22,0.37,0.26,2.67,3.1,92.88,90.05,0,0.89,27,collision
4,12,0.33,4.84,1.73,1.08,2.8,3.37,277.91,89.2,0,0.89,27,collision
4,13,1.92,4.75,0.6,1.46,2.91,3.87,234.42,88.08,0,0.89,27,collision
4,14,0.73,4.68,0.96,1.45,3.03,4.25,108.69,87.54,1,0.89,27,collision
4,15,0.38,4.4,1.85,1.42,3.47,4.41,179.51,86.58,0,0.89,27,collision
4,16,0.6,4.15,1.19,0.97,3.73,4.71,258.68,85.43,0,0.89,27,collision
4,17,0.67,4.98,0.97,1.28,4.12,4.72,161.41,84.87,0,0.89,27,collision
4,18,1.44,4.73,0.8,1.0,4.54,4.74,319.05,84.2,0,0.89,27,collision
4,19,0.49,4.81,0.94,0.98,4.91,5.24,5.12,83.46,0,0.89,27,collision
4,20,0.8,4.97,0.76,0.49,5.14,5.49,39.71,82.79,0,0.89,27,collision
4,21,1.62,4.29,0.16,1.04,5.64,5.53,4.25,81.73,0,0.89,27,collision
4,22,0.34,4.84,1.42,0.67,5.95,5.69,35.39,81.21,0,0.89,27,collision
4,23,0.81,4.91,0.69,0.44,6.19,6.15,10.5,80.8,0,0.89,27,collision
4,24,0.76,4.91,1.6,1.66,6.42,6.48,95.91,80.33,0,0.89,27,collision
4,25,0.54,4.56,0.34,0.96,6.65,6.81,83.03,79.82,0,0.89,27,collision
4,26,0.86,4.92,1.13,0.92,6.91,7.01,61.7,78.8,0,0.89,27,collision
5,0,0.72,4.92,1.06,0.28,0.17,0.43,156.39,98.94,0,0.19,19,collision
5,1,1.35,4.84,0.65,1.09,0.36,0.82,248.17,97.74,0,0.19,19,collision
5,2,0.94,4.57,0.85,0.74,0.81,0.86,116.95,96.72,0,0.19,19,collision
5,3,1.78,4.94,1.22,0.3,0.98,1.16,47.05,96.1,0,0.19,19,collision
5,4,0.56,4.7,0.39,1.39,1.08,1.35,34.94,95.06,1,0.19,19,collision
5,5,1.21,4.79,1.85,1.23,1.2,1.57,43.91,94.07,0,0.19,19,collision
5,6,0.56,4.77,0.4,1.19,1.67,1.59,205.13,93.6,0,0.19,19,collision
5,7,0.83,4.49,0.95,0.45,2.15,1.62,100.17,92.58,0,0.19,19,collision
5,8,0.68,4.72,0.35,1.21,2.61,2.1,112.72,91.41,0,0.19,19,collision
5,9,0.63,4.16,0.17,1.9,2.91,2.45,210.94,90.63,0,0.19,19,collision
5,10,0.75,3.71,1.55,1.7,3.13,2.59,300.12,90.19,0,0.19,19,collision
5,11,0.32,4.75,1.83,0.54,3.37,2.78,278.15,89.61,0,0.19,19,collision
5,12,1.05,4.64,0.32,0.14,3.82,3.21,258.71,88.69,1,0.19,19,collision
5,13,0.43,3.79,0.97,1.85,4.0,3.41,330.55,87.69,0,0.19,19,collision
5,14,0.61,3.49,0.66,0.26,4.12,3.63,342.23,86.85,0,0.19,19,collision
5,15,0.63,4.66,1.31,0.84,4.2,3.95,263.74,86.06,0,0.19,19,collision
5,16,0.31,4.59,0.95,1.18,4.65,4.23,106.74,84.94,0,0.19,19,collision
5,17,0.9,4.77,1.92,1.14,4.8,4.27,296.03,84.61,0,0.19,19,collision
5,18,0.38,4.6,1.24,0.4,5.29,4.3,172.09,83.72,0,0.19,19,collision
6,0,0.82,4.8,0.92,0.15,0.08,0.03,177.72,99.29,0,0.92,32,partial
6,1,0.33,4.99,0.8,1.24,0.41,0.42,224.13,98.59,0,0.92,32,partial
6,2,0.49,4.91,0.92,1.37,0.85,0.84,28.3,97.45,0,0.92,32,partial
6,3,0.49,4.24,0.17,0.15,1.32,1.33,152.99,96.42,0,0.92,32,partial
6,4,0.93,4.18,0.37,1.4,1.53,1.59,248.82,95.99,0,0.92,32,partial
6,5,0.53,3.9,1.63,1.83,1.9,1.9,294.3,95.57,0,0.92,32,partial
6,6,0.86,4.92,1.99,1.29,2.34,2.15,285.56,95.25,0,0.92,32,partial
6,7,0.35,4.76,1.49,1.62,2.42,2.25,307.45,94.3,0,0.92,32,partial
6,8,0.48,3.7,0.69,1.58,2.71,2.47,131.21,93.74,0,0.92,32,partial
6,9,0.78,4.66,0.55,0.16,2.99,2.92,166.99,92.66,0,0.92,32,partial
6,10,0.62,4.57,1.58,1.71,3.17,3.25,145.15,92.14,0,0.92,32,partial
6,11,0.82,4.03,1.03,1.37,3.51,3.67,211.23,91.09,0,0.92,32,partial
6,12,1.03,4.51,0.17,0.5,3.76,3.7,269.53,90.24,0,0.92,32,partial
6,13,1.2,4.78,1.75,1.84,3.81,3.96,105.85,89.33,0,0.92,32,partial
6,14,0.36,4.11,1.35,1.96,3.84,4.24,86.43,88.68,0,0.92,32,partial
6,15,0.84,4.95,1.47,0.45,3.85,4.64,106.29,87.61,0,0.92,32,partial
6,16,0.42,3.83,1.03,0.29,3.91,4.86,209.81,86.43,0,0.92,32,partial
6,17,1.23,4.95,0.92,0.61,3.92,5.3,335.27,85.38,0,0.92,32,partial
6,18,0.48,4.81,0.17,1.39,3.96,5.73,247.94,84.21,0,0.92,32,partial
6,19,0.58,3.36,1.74,1.45,4.04,5.86,280.42,83.1,0,0.92,32,partial
6,20,0.43,4.14,0.81,1.77,4.05,5.94,66.57,82.35,0,0.92,32,partial
6,21,0.53,4.62,1.09,0.89,4.23,6.31,45.13,81.51,0,0.92,32,partial
6,22,2.37,4.4,1.9,1.98,4.34,6.73,116.86,80.86,0,0.92,32,partial
6,23,1.37,4.9,1.67,1.26,4.36,7.15,6.38,80.06,0,0.92,32,partial
6,24,0.32,4.55,1.76,1.41,4.57,7.25,334.43,79.48,0,0.92,32,partial
6,25,0.54,4.78,1.99,0.53,4.74,7.35,302.81,79.18,0,0.92,32,partial
6,26,0.77,4.79,1.07,1.3,4.82,7.73,237.25,78.26,0,0.92,32,partial
6,27,0.76,4.91,0.86,1.52,5.07,8.01,33.63,77.58,0,0.92,32,partial
6,28,1.34,4.96,0.56,0.44,5.3,8.28,267.53,76.74,0,0.92,32,partial
6,29,0.34,3.24,0.13,0.23,5.7,8.69,157.61,75.94,0,0.92,32,partial
6,30,0.66,4.39,0.97,1.86,6.11,8.94,188.45,75.54,0,0.92,32,partial
6,31,0.86,4.95,0.64,1.29,6.58,9.23,147.94,74.38,0,0.92,32,partial
7,0,0.42,4.27,0.41,0.34,0.32,0.17,269.17,99.06,0,0.26,33,collision
7,1,0.33,4.52,0.26,1.61,0.63,0.58,1.94,98.3,0,0.26,33,collision
7,2,1.2,4.66,0.21,0.2,1.06,0.64,185.84,97.21,0,0.26,33,collision
7,3,0.32,4.28,1.75,1.96,1.08,1.12,359.81,96.75,1,0.26,33,collision
7,4,0.42,4.43,1.34,1.09,1.08,1.36,169.47,95.91,0,0.26,33,collision
7,5,0.55,4.92,0.87,1.86,1.26,1.66,227.69,94.74,0,0.26,33,collision
7,6,1.15,4.73,0.39,0.87,1.47,2.1,135.39,94.21,0,0.26,33,collision
7,7,1.12,4.56,0.52,1.09,1.96,2.25,47.64,93.25,0,0.26,33,collision
7,8,0.41,4.88,0.6,0.37,2.41,2.58,346.59,92.93,1,0.26,33,collision
7,9,0.44,4.41,0.5,0.71,2.53,2.74,170.59,92.3,0,0.26,33,collision
7,10,0.33,4.13,0.32,1.66,2.64,3.05,206.36,91.67,0,0.26,33,collision
7,11,1.21,4.76,0.65,1.27,2.72,3.2,275.7,90.95,0,0.26,33,collision
7,12,1.68,3.5,0.34,1.1,2.85,3.32,15.28,90.35,0,0.26,33,collision
7,13,0.86,4.33,1.13,0.35,2.96,3.56,154.17,89.38,1,0.26,33,collision
7,14,0.77,4.34,0.42,1.99,3.24,3.82,101.99,88.27,0,0.26,33,collision
7,15,1.25,4.51,1.69,1.0,3.3,4.25,107.89,87.09,1,0.26,33,collision
7,16,0.41,5.0,1.61,0.38,3.45,4.36,81.34,86.44,0,0.26,33,collision
7,17,0.33,3.89,1.78,0.57,3.82,4.56,52.58,86.0,0,0.26,33,collision
7,18,0.49,4.39,0.32,0.14,4.22,4.68,50.27,85.06,0,0.26,33,collision
7,19,0.33,4.54,1.79,1.38,4.4,4.68,264.41,84.23,0,0.26,33,collision
7,20,0.8,4.9,1.95,0.42,4.89,4.72,321.08,83.35,0,0.26,33,collision
7,21,0.48,3.97,1.73,1.0,5.06,4.75,17.83,82.91,0,0.26,33,collision
7,22,1.89,4.8,0.14,0.34,5.34,5.05,27.34,82.5,0,0.26,33,collision
7,23,0.41,4.7,0.21,0.7,5.61,5.23,250.01,81.58,0,0.26,33,collision
7,24,0.86,4.88,0.91,0.89,5.94,5.5,29.99,81.25,0,0.26,33,collision
7,25,1.03,4.5,0.42,1.63,6.43,5.97,161.02,80.69,0,0.26,33,collision
7,26,1.01,4.9,1.79,1.72,6.57,6.28,112.82,79.83,0,0.26,33,collision
7,27,0.63,4.81,0.86,0.57,6.64,6.71,240.57,79.28,0,0.26,33,collision
7,28,1.68,4.92,1.56,0.68,7.03,7.06,197.42,78.61,0,0.26,33,collision
7,29,0.45,4.13,2.0,0.13,7.39,7.13,296.78,77.72,0,0.26,33,collision
7,30,0.44,4.24,0.62,1.37,7.42,7.6,321.27,77.17,0,0.26,33,collision
7,31,1.74,4.59,0.74,0.42,7.61,7.98,185.19,76.6,0,0.26,33,collision
7,32,0.77,3.11,1.62,0.37,7.63,8.08,260.14,75.63,0,0.26,33,collision
8,0,1.93,4.74,0.15,1.65,0.45,0.22,310.6,99.2,0,0.26,39,success
8,1,0.48,4.36,0.55,0.52,0.73,0.34,296.88,98.45,0,0.26,39,success
8,2,1.04,4.32,0.48,1.67,1.05,0.45,231.28,98.14,0,0.26,39,success
8,3,0.6,4.62,0.9,0.94,1.22,0.61,233.33,97.48,0,0.26,39,success
8,4,1.04,3.65,1.64,1.37,1.23,0.88,137.52,96.93,0,0.26,39,success
8,5,0.92,4.44,1.25,1.58,1.48,1.02,223.54,96.42,0,0.26,39,success
8,6,0.89,4.6,1.43,1.93,1.74,1.45,252.21,95.62,0,0.26,39,success
8,7,0.73,4.84,1.38,1.32,2.21,1.71,15.78,94.46,0,0.26,39,success
8,8,1.08,4.72,1.22,1.47,2.57,2.16,141.96,93.59,0,0.26,39,success
8,9,0.38,4.61,1.23,0.8,2.8,2.4,148.97,92.87,0,0.26,39,success
8,10,0.4,4.59,1.09,2.0,3.14,2.76,268.43,92.43,0,0.26,39,success
8,11,1.26,4.9,1.91,0.68,3.3,2.77,139.3,91.84,0,0.26,39,success
8,12,0.3,4.92,1.53,1.17,3.76,2.9,178.62,90.67,0,0.26,39,success
8,13,0.69,4.99,1.5,1.35,4.22,3.08,209.75,89.67,0,0.26,39,success
8,14,1.15,3.67,0.29,1.07,4.3,3.11,34.09,88.67,0,0.26,39,success
8,15,0.35,4.59,0.93,1.45,4.47,3.22,118.99,88.34,0,0.26,39,success
8,16,1.17,4.99,1.1,1.09,4.56,3.55,251.65,87.63,0,0.26,39,success
8,17,0.59,4.46,1.61,1.1,4.83,3.83,331.09,86.88,0,0.26,39,success
8,18,0.41,4.78,0.84,1.32,5.22,4.18,104.78,86.21,0,0.26,39,success
8,19,1.63,3.82,0.44,0.75,5.67,4.5,163.25,85.5,0,0.26,39,success
8,20,0.35,4.66,1.44,1.94,5.93,4.95,15.43,84.96,0,0.26,39,success
8,21,1.11,4.73,0.57,0.46,6.17,5.09,205.13,84.59,0,0.26,39,success
8,22,0.8,4.52,0.97,0.54,6.38,5.4,307.03,84.05,0,0.26,39,success
8,23,2.19,4.7,1.47,0.49,6.51,5.79,196.4,83.36,0,0.26,39,success
8,24,0.55,4.51,1.77,0.84,6.59,6.2,294.54,82.17,0,0.26,39,success
8,25,0.57,4.46,0.22,1.87,7.07,6.26,177.32,81.18,0,0.26,39,success
8,26,0.37,4.49,0.32,0.18,7.31,6.32,354.22,80.51,0,0.26,39,success
8,27,0.69,4.73,0.72,0.31,7.8,6.73,13.97,79.42,0,0.26,39,success
8,28,0.89,4.83,0.81,1.01,7.83,7.03,88.31,78.96,0,0.26,39,success
8,29,0.41,4.12,1.6,1.5,8.33,7.14,204.45,78.56,0,0.26,39,success
8,30,0.34,3.24,0.78,1.1,8.5,7.35,214.98,78.2,0,0.26,39,success
8,31,0.96,4.38,1.38,0.57,8.93,7.83,340.78,77.3,0,0.26,39,success
8,32,0.61,4.56,0.84,0.71,9.17,8.23,89.54,76.43,0,0.26,39,success
8,33,0.37,4.9,1.05,0.47,9.25,8.52,111.85,76.1,0,0.26,39,success
8,34,1.34,3.59,0.73,1.6,9.33,9.01,261.98,75.14,0,0.26,39,success
8,35,0.35,3.37,0.56,0.52,9.5,9.13,344.72,74.62,0,0.26,39,success
8,36,0.69,4.41,0.13,1.93,9.89,9.22,271.8,74.03,0,0.26,39,success
8,37,0.79,4.35,1.71,1.65,10.15,9.42,264.28,73.2,0,0.26,39,success
8,38,0.57,4.95,0.44,1.66,10.59,9.56,324.3,72.32,0,0.26,39,success
9,0,0.43,4.38,1.96,0.96,0.46,0.4,269.07,99.02,0,0.19,11,timeout
9,1,0.81,3.83,1.22,1.91,0.85,0.69,130.49,98.7,0,0.19,11,timeout
9,2,0.43,4.74,1.2,1.25,1.08,1.02,219.21,98.34,0,0.19,11,timeout
9,3,1.37,4.4,1.55,0.47,1.53,1.34,330.08,97.49,0,0.19,11,timeout
9,4,1.8,4.88,0.24,0.76,1.68,1.7,344.14,96.69,0,0.19,11,timeout
9,5,0.96,4.88,0.65,0.37,1.73,1.78,210.25,96.06,0,0.19,11,timeout
9,6,0.71,4.86,0.68,0.93,1.93,2.23,9.84,95.36,0,0.19,11,timeout
9,7,0.64,3.76,1.85,0.91,2.02,2.58,195.24,94.91,0,0.19,11,timeout
9,8,0.41,4.1,1.82,1.86,2.14,2.8,330.41,93.78,0,0.19,11,timeout
9,9,0.57,4.55,0.11,0.41,2.3,2.97,254.89,93.27,0,0.19,11,timeout
9,10,0.52,4.7,1.81,1.55,2.6,3.29,341.02,92.21,0,0.19,11,timeout
10,0,1.47,4.96,0.6,0.89,0.21,0.08,191.97,99.0,0,0.96,42,partial
10,1,0.38,3.86,0.84,1.2,0.3,0.11,101.03,98.07,0,0.96,42,partial
10,2,1.23,3.42,0.29,0.3,0.72,0.24,357.71,97.49,0,0.96,42,partial
10,3,0.83,4.42,1.95,0.41,0.83,0.3,338.16,96.81,0,0.96,42,partial
10,4,0.42,4.96,1.69,1.03,1.08,0.64,185.81,95.65,0,0.96,42,partial
10,5,2.34,4.96,0.58,1.53,1.31,1.03,109.88,95.21,0,0.96,42,partial
10,6,0.92,3.82,0.88,0.53,1.35,1.06,16.86,94.53,0,0.96,42,partial
10,7,0.42,4.76,0.87,0.86,1.66,1.16,110.76,93.85,0,0.96,42,partial
10,8,0.56,4.51,1.83,1.79,1.74,1.3,206.04,93.07,0,0.96,42,partial
10,9,0.38,4.98,0.85,0.39,2.22,1.43,164.84,92.73,0,0.96,42,partial
10,10,0.35,5.0,0.93,0.41,2.42,1.7,74.96,92.01,0,0.96,42,partial
10,11,0.64,4.88,1.03,1.75,2.92,1.78,132.89,91.57,0,0.96,42,partial
10,12,1.4,4.52,0.49,1.09,3.1,1.83,307.48,90.94,0,0.96,42,partial
10,13,0.9,4.92,1.88,1.48,3.13,2.19,197.87,90.64,0,0.96,42,partial
10,14,0.68,3.96,0.84,1.29,3.42,2.67,10.98,90.32,0,0.96,42,partial
10,15,1.56,4.67,1.36,0.4,3.86,3.1,109.8,89.29,0,0.96,42,partial
10,16,0.32,4.99,0.61,0.11,4.27,3.13,201.94,88.97,0,0.96,42,partial
10,17,0.61,4.73,0.4,1.21,4.7,3.28,171.02,88.32,0,0.96,42,partial
10,18,1.75,4.37,1.06,1.21,4.9,3.5,269.99,87.59,0,0.96,42,partial
10,19,0.31,4.66,0.68,0.11,5.04,3.53,355.31,87.12,0,0.96,42,partial
10,20,0.67,4.23,0.34,1.84,5.34,3.59,89.33,86.74,0,0.96,42,partial
10,21,0.72,4.76,1.34,1.68,5.73,3.88,283.1,85.66,0,0.96,42,partial
10,22,0.74,4.06,0.23,1.7,5.74,3.99,276.92,85.18,0,0.96,42,partial
10,23,0.74,4.99,0.6,1.31,5.91,4.36,239.72,84.58,0,0.96,42,partial
10,24,0.78,4.54,1.64,0.57,6.29,4.36,200.3,84.27,0,0.96,42,partial
10,25,0.54,4.89,0.82,1.6,6.72,4.59,192.57,83.37,0,0.96,42,partial
10,26,1.41,4.78,1.79,1.79,7.13,5.01,35.95,82.21,0,0.96,42,partial
10,27,1.38,3.66,1.53,1.52,7.23,5.02,138.14,81.85,0,0.96,42,partial
10,28,0.7,4.59,0.42,0.19,7.33,5.08,173.27,80.86,0,0.96,42,partial
10,29,0.48,4.78,0.28,0.11,7.41,5.47,268.21,80.35,0,0.96,42,partial
10,30,0.46,4.68,1.23,0.56,7.82,5.56,199.55,79.48,0,0.96,42,partial
10,31,0.42,4.73,0.78,1.35,7.91,5.73,88.8,78.29,0,0.96,42,partial
10,32,1.0,3.3,0.66,1.2,8.32,5.91,218.22,77.97,0,0.96,42,partial
10,33,0.49,4.66,1.7,0.8,8.78,6.27,326.67,76.81,0,0.96,42,partial
10,34,0.74,4.48,1.93,1.39,8.86,6.37,34.83,75.76,0,0.96,42,partial
10,35,0.32,4.77,0.74,1.7,9.09,6.5,43.56,75.39,0,0.96,42,partial
10,36,0.78,4.84,1.96,1.62,9.48,6.75,305.38,74.51,0,0.96,42,partial
10,37,0.53,3.81,0.22,1.75,9.84,6.85,60.22,73.43,0,0.96,42,partial
10,38,0.35,4.44,0.29,1.19,9.95,7.03,133.06,73.06,0,0.96,42,partial
10,39,1.67,3.9,1.24,0.44,10.32,7.52,79.21,72.11,0,0.96,42,partial
10,40,0.55,3.6,1.92,1.98,10.69,7.95,294.29,71.51,0,0.96,42,partial
10,41,0.51,4.53,0.69,0.99,11.04,8.27,20.46,71.06,0,0.96,42,partial
11,0,0.96,4.99,0.57,1.95,0.13,0.45,56.77,99.56,0,0.81,50,partial
11,1,1.39,4.93,1.53,0.99,0.63,0.58,238.66,99.21,0,0.81,50,partial
11,2,1.27,4.92,0.25,0.99,0.69,0.65,255.54,98.32,0,0.81,50,partial
11,3,2.08,4.95,0.38,1.86,0.75,0.74,296.81,97.33,0,0.81,50,partial
11,4,0.98,4.17,1.63,0.68,1.14,1.06,337.65,96.82,0,0.81,50,partial
